sample_id,split,category,territory,authority,rating_label,content_descriptors,interactive_elements,warning
gap_0016_94564e1d345169af,train,All Other App Types,Brazil,Classificação Indicativa (ClassInd),Rated 18+,Sensitive themes,,
gap_0016_94564e1d345169af,train,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Mature 17+,Simulated Gambling Cash Rewards,,
gap_0016_94564e1d345169af,train,All Other App Types,Europe,Pan-European Game Information (PEGI),PEGI 18,Cash Rewards,,
gap_0016_94564e1d345169af,train,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,Gambling with Cash Payouts,,
gap_0016_94564e1d345169af,train,All Other App Types,Rest of world,IARC Generic,Rated for 18+,Cash Rewards,,
gap_0016_94564e1d345169af,train,All Other App Types,Russia,Google Play,Rated for 18+,Cash Rewards,,
gap_0016_94564e1d345169af,train,All Other App Types,South Korea,Google Play,Rated for 19+,Cash Rewards,,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
gap_0016_a1d7aef88e848778,train,All Other App Types,Brazil,Classificação Indicativa (ClassInd),Rated 12+,Sexual Content,,
gap_0016_a1d7aef88e848778,train,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Teen,Diverse Content: Discretion Advised,,
gap_0016_a1d7aef88e848778,train,All Other App Types,Europe,Pan-European Game Information (PEGI),PEGI 3,,,
gap_0016_a1d7aef88e848778,train,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 6+,,,
gap_0016_a1d7aef88e848778,train,All Other App Types,Rest of world,IARC Generic,Rated for 3+,,,
gap_0016_a1d7aef88e848778,train,All Other App Types,Russia,Google Play,Rated for 3+,,,
gap_0016_a1d7aef88e848778,train,All Other App Types,South Korea,Google Play,Rated for 3+,,,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
gap_0017_02ef65aef6b404d1,train,All Other App Types,Brazil,Classificação Indicativa (ClassInd),Rated 18+,Sensitive themes,,
gap_0017_02ef65aef6b404d1,train,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Mature 17+,Simulated Gambling Cash Rewards,,
gap_0017_02ef65aef6b404d1,train,All Other App Types,Europe,Pan-European Game Information (PEGI),PEGI 18,Cash Rewards,,
gap_0017_02ef65aef6b404d1,train,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,Gambling with Cash Payouts,,
gap_0017_02ef65aef6b404d1,train,All Other App Types,Rest of world,IARC Generic,Rated for 18+,Cash Rewards,,
gap_0017_02ef65aef6b404d1,train,All Other App Types,Russia,Google Play,Rated for 18+,Cash Rewards,,
gap_0017_02ef65aef6b404d1,train,All Other App Types,South Korea,Google Play,Rated for 19+,Cash Rewards,,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
gap_0017_d04ea62fb6b5bab5,train,All Other App Types,Brazil,Classificação Indicativa (ClassInd),Rated 12+,Sexual Content,,
gap_0017_d04ea62fb6b5bab5,train,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Teen,Diverse Content: Discretion Advised,,
gap_0017_d04ea62fb6b5bab5,train,All Other App Types,Europe,Pan-European Game Information (PEGI),PEGI 3,,,
gap_0017_d04ea62fb6b5bab5,train,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 6+,,,
gap_0017_d04ea62fb6b5bab5,train,All Other App Types,Rest of world,IARC Generic,Rated for 3+,,,
gap_0017_d04ea62fb6b5bab5,train,All Other App Types,Russia,Google Play,Rated for 3+,,,
gap_0017_d04ea62fb6b5bab5,train,All Other App Types,South Korea,Google Play,Rated for 3+,,,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
gap_0017_fc66d1410c881e09,train,All Other App Types,Brazil,Classificação Indicativa (ClassInd),All ages,,Users Interact,
gap_0017_fc66d1410c881e09,train,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Everyone,Violent References,Users Interact,
gap_0017_fc66d1410c881e09,train,All Other App Types,Europe,Pan-European Game Information (PEGI),PEGI 3,,Users Interact,
gap_0017_fc66d1410c881e09,train,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 16+,Increased Communication Risks,Users Interact,
gap_0017_fc66d1410c881e09,train,All Other App Types,Rest of world,IARC Generic,Rated for 3+,,Users Interact,
gap_0017_fc66d1410c881e09,train,All Other App Types,Russia,Google Play,Rated for 3+,,Users Interact,
gap_0017_fc66d1410c881e09,train,All Other App Types,South Korea,Google Play,Rated for 3+,,Users Interact,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
gap_0018_9fb732fdefbc1ae4,train,All Other App Types,Brazil,Classificação Indicativa (ClassInd),All ages,,,
gap_0018_9fb732fdefbc1ae4,train,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Everyone,Violent References,,
gap_0018_9fb732fdefbc1ae4,train,All Other App Types,Europe,Pan-European Game Information (PEGI),PEGI 3,,,
gap_0018_9fb732fdefbc1ae4,train,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 6+,Abstract Violence,,
gap_0018_9fb732fdefbc1ae4,train,All Other App Types,Rest of world,IARC Generic,Rated for 3+,,,
gap_0018_9fb732fdefbc1ae4,train,All Other App Types,Russia,Google Play,Rated for 3+,,,
gap_0018_9fb732fdefbc1ae4,train,All Other App Types,South Korea,Google Play,Rated for 3+,,,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
gap_0018_c1966c124619bfb6,train,All Other App Types,Brazil,Classificação Indicativa (ClassInd),Rated 12+,Sexual Content,Users Interact,
gap_0018_c1966c124619bfb6,train,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Teen,Diverse Content: Discretion Advised,Users Interact,
gap_0018_c1966c124619bfb6,train,All Other App Types,Europe,Pan-European Game Information (PEGI),PEGI 3,,Users Interact,
gap_0018_c1966c124619bfb6,train,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 16+,Increased Communication Risks,Users Interact,
gap_0018_c1966c124619bfb6,train,All Other App Types,Rest of world,IARC Generic,Rated for 3+,,Users Interact,
gap_0018_c1966c124619bfb6,train,All Other App Types,Russia,Google Play,Rated for 3+,,Users Interact,
gap_0018_c1966c124619bfb6,train,All Other App Types,South Korea,Google Play,Rated for 3+,,Users Interact,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
gap_0018_f29404a3e91d1973,train,All Other App Types,Brazil,Classificação Indicativa (ClassInd),Rated 18+,Sensitive themes,Shares Location,
gap_0018_f29404a3e91d1973,train,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Mature 17+,Simulated Gambling Cash Rewards,Shares Location,
gap_0018_f29404a3e91d1973,train,All Other App Types,Europe,Pan-European Game Information (PEGI),PEGI 18,Cash Rewards,Shares Location,
gap_0018_f29404a3e91d1973,train,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,Gambling with Cash Payouts,Shares Location,
gap_0018_f29404a3e91d1973,train,All Other App Types,Rest of world,IARC Generic,Rated for 18+,Cash Rewards,Shares Location,
gap_0018_f29404a3e91d1973,train,All Other App Types,Russia,Google Play,Rated for 18+,Cash Rewards,Shares Location,
gap_0018_f29404a3e91d1973,train,All Other App Types,South Korea,Google Play,Rated for 19+,Cash Rewards,Shares Location,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
gap_0019_0f6d3da82fcf2c05,train,All Other App Types,Brazil,Classificação Indicativa (ClassInd),Rated 14+,Sexual Content,,
gap_0019_0f6d3da82fcf2c05,train,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Teen,Diverse Content: Discretion Advised,,
gap_0019_0f6d3da82fcf2c05,train,All Other App Types,Europe,Pan-European Game Information (PEGI),Parental guidance,Parental Guidance Recommended,,
gap_0019_0f6d3da82fcf2c05,train,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 12+,Contents for Different Age Groups,,
gap_0019_0f6d3da82fcf2c05,train,All Other App Types,Rest of world,IARC Generic,Rated for 12+,Parental Guidance Recommended,,
gap_0019_0f6d3da82fcf2c05,train,All Other App Types,Russia,Google Play,Rated for 12+,Parental Guidance Recommended,,
gap_0019_0f6d3da82fcf2c05,train,All Other App Types,South Korea,Google Play,Rated for 12+,Parental Guidance Recommended,,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
gap_0019_4c3495236c1cbc34,train,All Other App Types,Brazil,Classificação Indicativa (ClassInd),Rated 10+,Inappropriate Language,Users Interact,
gap_0019_4c3495236c1cbc34,train,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Teen,Language,Users Interact,
gap_0019_4c3495236c1cbc34,train,All Other App Types,Europe,Pan-European Game Information (PEGI),PEGI 12,Mild Swearing,Users Interact,
gap_0019_4c3495236c1cbc34,train,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 16+,Increased Communication Risks,Users Interact,
gap_0019_4c3495236c1cbc34,train,All Other App Types,Rest of world,IARC Generic,Rated for 12+,Mild Swearing,Users Interact,
gap_0019_4c3495236c1cbc34,train,All Other App Types,Russia,Google Play,Rated for 12+,Mild Swearing,Users Interact,
gap_0019_4c3495236c1cbc34,train,All Other App Types,South Korea,Google Play,Rated for 12+,Mild Swearing,Users Interact,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
gap_0020_16ec70c80cfd23d2,train,All Other App Types,Brazil,Classificação Indicativa (ClassInd),Rated 10+,Inappropriate Language,,
gap_0020_16ec70c80cfd23d2,train,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Teen,Language,,
gap_0020_16ec70c80cfd23d2,train,All Other App Types,Europe,Pan-European Game Information (PEGI),PEGI 12,Mild Swearing,,
gap_0020_16ec70c80cfd23d2,train,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: All ages,,,
gap_0020_16ec70c80cfd23d2,train,All Other App Types,Rest of world,IARC Generic,Rated for 12+,Mild Swearing,,
gap_0020_16ec70c80cfd23d2,train,All Other App Types,Russia,Google Play,Rated for 12+,Mild Swearing,,
gap_0020_16ec70c80cfd23d2,train,All Other App Types,South Korea,Google Play,Rated for 12+,Mild Swearing,,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
gap_0020_4c4b264cc2e3e574,train,All Other App Types,Brazil,Classificação Indicativa (ClassInd),Rated 14+,Sexual Content,Users Interact,
gap_0020_4c4b264cc2e3e574,train,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Teen,Diverse Content: Discretion Advised,Users Interact,
gap_0020_4c4b264cc2e3e574,train,All Other App Types,Europe,Pan-European Game Information (PEGI),Parental guidance,Parental Guidance Recommended,Users Interact,
gap_0020_4c4b264cc2e3e574,train,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 16+,Contents for Different Age Groups,Users Interact,
gap_0020_4c4b264cc2e3e574,train,All Other App Types,Rest of world,IARC Generic,Rated for 12+,Parental Guidance Recommended,Users Interact,
gap_0020_4c4b264cc2e3e574,train,All Other App Types,Russia,Google Play,Rated for 12+,Parental Guidance Recommended,Users Interact,
gap_0020_4c4b264cc2e3e574,train,All Other App Types,South Korea,Google Play,Rated for 12+,Parental Guidance Recommended,Users Interact,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
gap_0020_99a5267afda89791,train,Game,Australia,Australian Classification Board (ACB),Parental Guidance,Scary Scenes,,
gap_0020_99a5267afda89791,train,Game,Brazil,Classificação Indicativa (ClassInd),All ages,,,
gap_0020_99a5267afda89791,train,Game,North America,Entertainment Software Rating Board (ESRB),Everyone,Mild Fantasy Violence,,
gap_0020_99a5267afda89791,train,Game,South Korea,Game Rating and Administration Committee (GRAC),All ages,Fear,,
gap_0020_99a5267afda89791,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC),Parental Guidance 12,Violence Horror,,
gap_0020_99a5267afda89791,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),7,,,
gap_0020_99a5267afda89791,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 7,Fear,,
gap_0020_99a5267afda89791,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 6+,Abstract Violence Scary Moments,,
gap_0020_99a5267afda89791,train,Game,Rest of world,IARC Generic,Rated for 7+,Fear,,
gap_0020_99a5267afda89791,train,Game,Russia,Google Play,Rated for 7+,Fear,,
gap_0021_5fc5d22af754ea20,train,Game,Australia,Australian Classification Board (ACB),Parental Guidance,Mild Sexual References,,
gap_0021_5fc5d22af754ea20,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 12+,Sexual Content,,
gap_0021_5fc5d22af754ea20,train,Game,North America,Entertainment Software Rating Board (ESRB),Teen,Sexual Content,,
gap_0021_5fc5d22af754ea20,train,Game,South Korea,Game Rating and Administration Committee (GRAC),12+,Sexuality,,
gap_0021_5fc5d22af754ea20,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC),Restricted,Sex Violence,,
gap_0021_5fc5d22af754ea20,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),16,,,
gap_0021_5fc5d22af754ea20,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 12,Sexual Innuendo,,
gap_0021_5fc5d22af754ea20,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 6+,Abstract Violence,,
gap_0021_5fc5d22af754ea20,train,Game,Rest of world,IARC Generic,Rated for 12+,Sexual Innuendo,,
gap_0021_5fc5d22af754ea20,train,Game,Russia,Google Play,Rated for 12+,Sexual Innuendo,,
gap_0021_99092fac158b25f9,train,All Other App Types,Brazil,Classificação Indicativa (ClassInd),Rated 18+,Sexual Content Sensitive themes,,
gap_0021_99092fac158b25f9,train,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Mature 17+,,,
gap_0021_99092fac158b25f9,train,All Other App Types,Europe,Pan-European Game Information (PEGI),PEGI 18,,,
gap_0021_99092fac158b25f9,train,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,,,
gap_0021_99092fac158b25f9,train,All Other App Types,Rest of world,IARC Generic,Rated for 18+,,,
gap_0021_99092fac158b25f9,train,All Other App Types,Russia,Google Play,Rated for 18+,,,
gap_0021_99092fac158b25f9,train,All Other App Types,South Korea,Google Play,Rated for 19+,,,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
gap_0021_b84b1753d3ade1cd,train,All Other App Types,Brazil,Classificação Indicativa (ClassInd),Rated 18+,Sensitive themes Inappropriate Language,,
gap_0021_b84b1753d3ade1cd,train,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Mature 17+,Language,,
gap_0021_b84b1753d3ade1cd,train,All Other App Types,Europe,Pan-European Game Information (PEGI),PEGI 18,,,
gap_0021_b84b1753d3ade1cd,train,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,,,
gap_0021_b84b1753d3ade1cd,train,All Other App Types,Rest of world,IARC Generic,Rated for 18+,,,
gap_0021_b84b1753d3ade1cd,train,All Other App Types,Russia,Google Play,Rated for 18+,,,
gap_0021_b84b1753d3ade1cd,train,All Other App Types,South Korea,Google Play,Rated for 19+,,,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
gap_0022_035fe949dc27a92d,train,All Other App Types,Brazil,Classificação Indicativa (ClassInd),Rated 10+,Inappropriate Language,Shares Location,
gap_0022_035fe949dc27a92d,train,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Teen,Language,Shares Location,
gap_0022_035fe949dc27a92d,train,All Other App Types,Europe,Pan-European Game Information (PEGI),PEGI 12,Mild Swearing,Shares Location,
gap_0022_035fe949dc27a92d,train,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: All ages,,Shares Location,
gap_0022_035fe949dc27a92d,train,All Other App Types,Rest of world,IARC Generic,Rated for 12+,Mild Swearing,Shares Location,
gap_0022_035fe949dc27a92d,train,All Other App Types,Russia,Google Play,Rated for 12+,Mild Swearing,Shares Location,
gap_0022_035fe949dc27a92d,train,All Other App Types,South Korea,Google Play,Rated for 12+,Mild Swearing,Shares Location,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
gap_0022_83979a25e9046f6c,train,All Other App Types,Brazil,Classificação Indicativa (ClassInd),Rated 10+,Inappropriate Language,,
gap_0022_83979a25e9046f6c,train,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Everyone 10+,Diverse Content: Discretion Advised,,
gap_0022_83979a25e9046f6c,train,All Other App Types,Europe,Pan-European Game Information (PEGI),PEGI 3,,,
gap_0022_83979a25e9046f6c,train,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: All ages,,,
gap_0022_83979a25e9046f6c,train,All Other App Types,Rest of world,IARC Generic,Rated for 3+,,,
gap_0022_83979a25e9046f6c,train,All Other App Types,Russia,Google Play,Rated for 3+,,,
gap_0022_83979a25e9046f6c,train,All Other App Types,South Korea,Google Play,Rated for 3+,,,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
gap_0023_2f70913f699a938f,train,All Other App Types,Brazil,Classificação Indicativa (ClassInd),Rated 10+,Inappropriate Language,Users Interact,
gap_0023_2f70913f699a938f,train,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Everyone 10+,Diverse Content: Discretion Advised,Users Interact,
gap_0023_2f70913f699a938f,train,All Other App Types,Europe,Pan-European Game Information (PEGI),PEGI 3,,Users Interact,
gap_0023_2f70913f699a938f,train,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 16+,Increased Communication Risks,Users Interact,
gap_0023_2f70913f699a938f,train,All Other App Types,Rest of world,IARC Generic,Rated for 3+,,Users Interact,
gap_0023_2f70913f699a938f,train,All Other App Types,Russia,Google Play,Rated for 3+,,Users Interact,
gap_0023_2f70913f699a938f,train,All Other App Types,South Korea,Google Play,Rated for 3+,,Users Interact,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
gap_0023_611bf453420e26bd,train,Game,Australia,Australian Classification Board (ACB),Parental Guidance,Scary Scenes,,
gap_0023_611bf453420e26bd,train,Game,Brazil,Classificação Indicativa (ClassInd),All ages,,,
gap_0023_611bf453420e26bd,train,Game,North America,Entertainment Software Rating Board (ESRB),Everyone 10+,Mild Fantasy Violence,,
gap_0023_611bf453420e26bd,train,Game,South Korea,Game Rating and Administration Committee (GRAC),All ages,Fear,,
gap_0023_611bf453420e26bd,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC),Parental Guidance 12,Violence Horror,,
gap_0023_611bf453420e26bd,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),7,,,
gap_0023_611bf453420e26bd,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 7,Fear,,
gap_0023_611bf453420e26bd,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 12+,Abstract Violence War Themes Scary Moments,,
gap_0023_611bf453420e26bd,train,Game,Rest of world,IARC Generic,Rated for 7+,Fear,,
gap_0023_611bf453420e26bd,train,Game,Russia,Google Play,Rated for 7+,Fear,,
gap_0024_0b2e11cea84f3a5d,test,All Other App Types,Brazil,Classificação Indicativa (ClassInd),Rated 18+,Sensitive themes Inappropriate Language,,
gap_0024_0b2e11cea84f3a5d,test,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Mature 17+,,,
gap_0024_0b2e11cea84f3a5d,test,All Other App Types,Europe,Pan-European Game Information (PEGI),PEGI 18,,,
gap_0024_0b2e11cea84f3a5d,test,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,,,
gap_0024_0b2e11cea84f3a5d,test,All Other App Types,Rest of world,IARC Generic,Rated for 18+,,,
gap_0024_0b2e11cea84f3a5d,test,All Other App Types,Russia,Google Play,Rated for 18+,,,
gap_0024_0b2e11cea84f3a5d,test,All Other App Types,South Korea,Google Play,Rated for 19+,,,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
gap_0024_2088f94841865296,test,Game,Australia,Australian Classification Board (ACB),Parental Guidance,Mild Sexual References,,
gap_0024_2088f94841865296,test,Game,Brazil,Classificação Indicativa (ClassInd),Rated 12+,Sexual Content,,
gap_0024_2088f94841865296,test,Game,North America,Entertainment Software Rating Board (ESRB),Teen,Violent References Sexual Content,,
gap_0024_2088f94841865296,test,Game,South Korea,Game Rating and Administration Committee (GRAC),12+,Sexuality,,
gap_0024_2088f94841865296,test,Game,Taiwan,Digital Game Self-regulation Committee (DGSC),Restricted,Sex Violence,,
gap_0024_2088f94841865296,test,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),16,,,
gap_0024_2088f94841865296,test,Game,Europe,Pan-European Game Information (PEGI),PEGI 12,Sexual Innuendo,,
gap_0024_2088f94841865296,test,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 12+,Abstract Violence War Themes,,
gap_0024_2088f94841865296,test,Game,Rest of world,IARC Generic,Rated for 12+,Sexual Innuendo,,
gap_0024_2088f94841865296,test,Game,Russia,Google Play,Rated for 12+,Sexual Innuendo,,
gap_0025_2d40badf4bc6246f,train,All Other App Types,Brazil,Classificação Indicativa (ClassInd),Rated 10+,Inappropriate Language,Shares Location,
gap_0025_2d40badf4bc6246f,train,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Everyone 10+,Diverse Content: Discretion Advised,Shares Location,
gap_0025_2d40badf4bc6246f,train,All Other App Types,Europe,Pan-European Game Information (PEGI),PEGI 3,,Shares Location,
gap_0025_2d40badf4bc6246f,train,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: All ages,,Shares Location,
gap_0025_2d40badf4bc6246f,train,All Other App Types,Rest of world,IARC Generic,Rated for 3+,,Shares Location,
gap_0025_2d40badf4bc6246f,train,All Other App Types,Russia,Google Play,Rated for 3+,,Shares Location,
gap_0025_2d40badf4bc6246f,train,All Other App Types,South Korea,Google Play,Rated for 3+,,Shares Location,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
gap_0025_35e9559c7d1a3040,train,Game,Australia,Australian Classification Board (ACB),Parental Guidance,Mild Gambling Themes,,
gap_0025_35e9559c7d1a3040,train,Game,Brazil,Classificação Indicativa (ClassInd),All ages,,,
gap_0025_35e9559c7d1a3040,train,Game,North America,Entertainment Software Rating Board (ESRB),Everyone 10+,Violent References,,
gap_0025_35e9559c7d1a3040,train,Game,South Korea,Game Rating and Administration Committee (GRAC),All ages,,,
gap_0025_35e9559c7d1a3040,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC),Parental Guidance 15,Card or Casual Games Violence,,
gap_0025_35e9559c7d1a3040,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),16,,,
gap_0025_35e9559c7d1a3040,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 3,,,
gap_0025_35e9559c7d1a3040,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 12+,Abstract Violence War Themes,,
gap_0025_35e9559c7d1a3040,train,Game,Rest of world,IARC Generic,Rated for 3+,,,
gap_0025_35e9559c7d1a3040,train,Game,Russia,Google Play,Rated for 3+,,,
gap_0026_481fbaabfcea616b,train,All Other App Types,Brazil,Classificação Indicativa (ClassInd),Rated 14+,Inappropriate Language,In-App Purchases,
gap_0026_481fbaabfcea616b,train,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Everyone 10+,Diverse Content: Discretion Advised,In-App Purchases,
gap_0026_481fbaabfcea616b,train,All Other App Types,Europe,Pan-European Game Information (PEGI),PEGI 3,,In-App Purchases,
gap_0026_481fbaabfcea616b,train,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: All ages,,In-App Purchases,
gap_0026_481fbaabfcea616b,train,All Other App Types,Rest of world,IARC Generic,Rated for 3+,,In-App Purchases,
gap_0026_481fbaabfcea616b,train,All Other App Types,Russia,Google Play,Rated for 3+,,In-App Purchases,
gap_0026_481fbaabfcea616b,train,All Other App Types,South Korea,Google Play,Rated for 3+,,In-App Purchases,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
gap_0026_b333e3d56e18c99c,train,Game,Australia,Australian Classification Board (ACB),General,Very Mild Themes,,
gap_0026_b333e3d56e18c99c,train,Game,Brazil,Classificação Indicativa (ClassInd),All ages,,,
gap_0026_b333e3d56e18c99c,train,Game,North America,Entertainment Software Rating Board (ESRB),Everyone 10+,Violent References,,
gap_0026_b333e3d56e18c99c,train,Game,South Korea,Game Rating and Administration Committee (GRAC),All ages,,,
gap_0026_b333e3d56e18c99c,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC),Parental Guidance 12,Violence,,
gap_0026_b333e3d56e18c99c,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),12,,,
gap_0026_b333e3d56e18c99c,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 3,,,
gap_0026_b333e3d56e18c99c,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,,,
gap_0026_b333e3d56e18c99c,train,Game,Rest of world,IARC Generic,Rated for 3+,,,
gap_0026_b333e3d56e18c99c,train,Game,Russia,Google Play,Rated for 3+,,,
gap_0027_691c4eaf759e1e35,test,Game,Australia,Australian Classification Board (ACB),Parental Guidance,Scary Scenes,,
gap_0027_691c4eaf759e1e35,test,Game,Brazil,Classificação Indicativa (ClassInd),All ages,,,
gap_0027_691c4eaf759e1e35,test,Game,North America,Entertainment Software Rating Board (ESRB),Everyone,Mild Fantasy Violence,,
gap_0027_691c4eaf759e1e35,test,Game,South Korea,Game Rating and Administration Committee (GRAC),All ages,Fear,,
gap_0027_691c4eaf759e1e35,test,Game,Taiwan,Digital Game Self-regulation Committee (DGSC),Parental Guidance 12,Horror,,
gap_0027_691c4eaf759e1e35,test,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),12,,,
gap_0027_691c4eaf759e1e35,test,Game,Europe,Pan-European Game Information (PEGI),PEGI 7,Fear,,
gap_0027_691c4eaf759e1e35,test,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,,,
gap_0027_691c4eaf759e1e35,test,Game,Rest of world,IARC Generic,Rated for 7+,Fear,,
gap_0027_691c4eaf759e1e35,test,Game,Russia,Google Play,Rated for 7+,Fear,,
gap_0027_8c451a46d1177749,train,All Other App Types,Brazil,Classificação Indicativa (ClassInd),Rated 10+,Inappropriate Language,,
gap_0027_8c451a46d1177749,train,All Other App Types,North America,Entertainment Software Rating Board (ESRB),Mature 17+,Cash Rewards,,
gap_0027_8c451a46d1177749,train,All Other App Types,Europe,Pan-European Game Information (PEGI),PEGI 18,Cash Rewards,,
gap_0027_8c451a46d1177749,train,All Other App Types,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,Gambling with Cash Payouts,,
gap_0027_8c451a46d1177749,train,All Other App Types,Rest of world,IARC Generic,Rated for 18+,Cash Rewards,,
gap_0027_8c451a46d1177749,train,All Other App Types,Russia,Google Play,Rated for 18+,Cash Rewards,,
gap_0027_8c451a46d1177749,train,All Other App Types,South Korea,Google Play,Rated for 19+,Cash Rewards,,"Games that aren't suitable for users under 19 may be removed from Google Play in South Korea, unless they're rated by GRAC."
